sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Female,20-24,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Male,40-49,White,Married-civ-spouse,Bachelors,*,Private,Prof-specialty,>50K
Female,25-29,White,Married-civ-spouse,High School,North America,*,Other,<=50K
Male,30-39,White,Married-civ-spouse,High School,*,Private,Handlers-cleaners,>50K
Male,20-39,White,Separated,High School,United-States,Private,Craft-repair,<=50K
Male,40-44,White,Married-civ-spouse,Masters,United-States,Non-Government,Exec-managerial,>50K
Male,20-39,White,Married-civ-spouse,5th-6th,United-States,Non-Government,*,>50K
Male,35-39,White,Divorced,High School,*,Private,Other,<=50K
Male,30-34,White,Married-civ-spouse,Undergraduate,United-States,Private,Craft-repair,<=50K
Female,60-64,White,spouse not present,High School,United-States,Private,Nontechnical,<=50K
Male,25-29,White,Married-civ-spouse,Assoc-voc,*,Private,Technical,>50K
Male,30-39,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Female,50-54,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,20-39,Asian-Pac-Islander,spouse not present,Higher education,*,*,*,<=50K
Male,20-24,White,spouse not present,High School,North America,Private,Handlers-cleaners,<=50K
Male,20-24,White,spouse not present,HS-grad,United-States,Private,Sales,<=50K
Male,50-54,White,Married-civ-spouse,Graduate,United-States,Non-Government,Exec-managerial,>50K
Male,35-39,White,Married-civ-spouse,Higher education,United-States,Private,Adm-clerical,>50K
Male,45-49,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K
Male,50-54,White,Married-civ-spouse,Some-college,United-States,Private,Nontechnical,>50K
Male,20-39,White,Married-civ-spouse,Masters,*,Non-Government,Nontechnical,>50K
Female,*,White,spouse not present,HS-grad,North America,Private,Prof-specialty,<=50K
Male,30-34,White,Never-married,High School,United-States,Non-Government,Technical,<=50K
Male,30-39,Black,Married-civ-spouse,Undergraduate,*,Private,Other,>50K
Female,40-59,Black,Married-civ-spouse,HS-grad,United-States,Private,*,<=50K
Female,40-49,White,Never-married,Undergraduate,United-States,Government,Prof-specialty,<=50K
Female,15-19,White,Never-married,Some-college,United-States,Private,Technical,<=50K
Male,30-39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Nontechnical,>50K
Male,20-24,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,20-29,White,Married-civ-spouse,High School,United-States,Private,Handlers-cleaners,<=50K
Male,20-24,White,spouse not present,High School,North America,Private,Farming-fishing,<=50K
Male,20-29,White,Never-married,High School,North America,Private,Machine-op-inspct,<=50K
Male,40-49,White,Married-civ-spouse,Professional Education,United-States,Private,Sales,>50K
Male,30-39,White,Married-civ-spouse,12th,North America,Private,Technical,<=50K
Male,20-29,White,Never-married,Primary School,North America,Private,*,<=50K
Female,50-59,Black,spouse not present,*,North America,Private,Other,<=50K
Female,15-19,Black,Never-married,Some-college,United-States,*,*,<=50K
Male,25-29,White,Never-married,High School,United-States,Private,Craft-repair,<=50K
Male,15-19,White,Never-married,High School,United-States,Private,Adm-clerical,<=50K
Male,20-29,White,spouse not present,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,60-64,White,Married-civ-spouse,High School,United-States,Non-Government,Nontechnical,<=50K
Male,51,White,spouse not present,High School,United-States,Private,Craft-repair,<=50K
Female,*,White,spouse not present,1st-4th,North America,Non-Government,*,<=50K
Female,50-59,White,Divorced,Undergraduate,*,Non-Government,Sales,<=50K
Female,60-69,Black,spouse not present,*,United-States,*,*,<=50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Technical,<=50K
Female,45-49,White,Divorced,High School,United-States,Non-Government,Nontechnical,<=50K
Male,40-44,White,Married-civ-spouse,Bachelors,*,Private,Exec-managerial,>50K
Male,40-59,White,Married-civ-spouse,Professional Education,United-States,Government,Exec-managerial,<=50K
Female,40-59,White,Married-civ-spouse,Higher education,North America,Private,Nontechnical,>50K
Male,20-29,Amer-Indian-Eskimo,spouse not present,Higher education,North America,Private,*,<=50K
Female,15-19,White,Never-married,Higher education,United-States,Private,Nontechnical,<=50K
Male,20-39,White,Married-civ-spouse,Assoc-voc,United-States,Private,Other-service,<=50K
Male,20-24,White,Never-married,Some-college,North America,Private,Other,<=50K
Female,*,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,20-39,White,Never-married,Some-college,United-States,Non-Government,Exec-managerial,>50K
Male,40-49,White,Married-civ-spouse,HS-grad,*,Self-emp-not-inc,Technical,<=50K
Male,20,*,Never-married,High School,North America,Private,Nontechnical,<=50K
Male,20-24,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,*,White,Never-married,Higher education,United-States,Government,Other,<=50K
Male,40-49,White,Married-civ-spouse,Bachelors,*,Private,Prof-specialty,<=50K
Male,30-34,White,Married-civ-spouse,Undergraduate,United-States,Private,Exec-managerial,>50K
Female,20-24,Black,Never-married,Higher education,North America,Private,Adm-clerical,<=50K
Female,30-34,White,spouse not present,Undergraduate,United-States,Private,Adm-clerical,<=50K
Male,30-39,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Adm-clerical,>50K
Female,*,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,50-59,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Female,35-39,White,Divorced,High School,United-States,Private,Nontechnical,<=50K
Male,20-24,White,Never-married,High School,North America,Private,Craft-repair,<=50K
Male,50-54,White,Married-civ-spouse,HS-grad,United-States,Private,Technical,>50K
Female,20-29,White,Never-married,Graduate,United-States,Private,Prof-specialty,<=50K
Female,40-59,White,Separated,HS-grad,United-States,Private,Other,<=50K
Male,40-59,White,spouse not present,Primary School,North America,Private,*,<=50K
Male,50-59,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-inc,Exec-managerial,>50K
Male,20-39,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,*,White,Never-married,High School,North America,Non-Government,Other,<=50K
Female,15-19,White,Never-married,High School,United-States,Non-Government,Nontechnical,<=50K
Male,30-34,White,Married-civ-spouse,Professional Education,United-States,Private,Nontechnical,<=50K
Male,15-19,*,Never-married,High School,*,Non-Government,Other-service,<=50K
Male,20-39,White,Married-civ-spouse,Professional Education,North America,Government,Technical,<=50K
Male,50-59,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,<=50K
Female,20-29,White,Married-spouse-absent,High School,United-States,Private,Other,<=50K
Male,50,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,30-39,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Male,20-39,White,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,55-59,White,Married-civ-spouse,Higher education,United-States,Private,Other,<=50K
Male,20-29,Black,Married-civ-spouse,HS-grad,United-States,Private,Nontechnical,<=50K
Female,20-39,Black,spouse not present,Higher education,United-States,Non-Government,Nontechnical,<=50K
Female,20-24,White,spouse not present,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,*,White,Never-married,High School,North America,Non-Government,Other,<=50K
Female,15-19,White,Married-civ-spouse,HS-grad,*,Private,*,<=50K
Female,40-59,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K
Female,20-24,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K
Male,40-59,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Female,25-29,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,20-29,White,Married-civ-spouse,11th,United-States,Private,Technical,<=50K
Male,25-29,White,Married-civ-spouse,Undergraduate,United-States,Private,Exec-managerial,<=50K
Male,40-59,Black,Married-civ-spouse,*,North America,Private,Other,<=50K
Female,30-34,White,spouse not present,Some-college,United-States,Private,Sales,<=50K
Male,50-54,White,Married-civ-spouse,HS-grad,North America,Non-Government,Other,<=50K
Female,20-39,White,Married-civ-spouse,Higher education,North America,Non-Government,Other,>50K
Male,25-29,White,spouse not present,High School,United-States,Private,Handlers-cleaners,<=50K
Male,30-39,White,Married-civ-spouse,High School,*,Private,Handlers-cleaners,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Federal-gov,Other,>50K
Female,15-19,White,Never-married,Higher education,North America,Non-Government,Other,<=50K
Male,40-59,White,Married-civ-spouse,7th-8th,United-States,Private,Technical,<=50K
Female,25-29,White,spouse not present,Some-college,United-States,Private,Other-service,<=50K
Male,60-69,White,Married-civ-spouse,Undergraduate,United-States,Private,Other,>50K
Female,20-39,White,Never-married,High School,United-States,Private,Sales,<=50K
Male,20-24,White,Never-married,Some-college,North America,Private,Other,<=50K
Male,18,White,Never-married,*,United-States,Private,Handlers-cleaners,<=50K
Male,20-39,White,Married-civ-spouse,HS-grad,*,Non-Government,Prof-specialty,>50K
Male,40-59,White,Divorced,Higher education,United-States,Government,Technical,<=50K
Male,60-79,White,spouse not present,*,United-States,Non-Government,Technical,<=50K
Male,40-49,White,Married-civ-spouse,Some-college,United-States,Government,Technical,>50K
Male,35-39,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Craft-repair,<=50K
Female,25-29,White,spouse not present,Some-college,United-States,Private,Adm-clerical,<=50K
Male,15-19,*,Never-married,High School,*,Non-Government,Other-service,<=50K
Female,20-39,Other,spouse not present,*,North America,*,*,<=50K
Male,20-39,Black,spouse not present,HS-grad,United-States,Private,Other,<=50K
Female,20-29,White,Divorced,HS-grad,United-States,Private,Nontechnical,<=50K
Male,25-29,White,Never-married,Some-college,United-States,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,Professional Education,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,60-64,White,Married-civ-spouse,High School,United-States,Non-Government,Nontechnical,<=50K
Male,20-39,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,25-29,White,Married-civ-spouse,Undergraduate,United-States,Private,Technical,<=50K
Female,20-24,White,spouse not present,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,40-59,White,spouse not present,High School,North America,Private,Handlers-cleaners,<=50K
Female,15-19,White,Never-married,High School,United-States,Non-Government,Nontechnical,<=50K
Male,40-44,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K
Male,40-49,White,Married-civ-spouse,Bachelors,*,Private,Prof-specialty,>50K
Male,30-39,White,Married-civ-spouse,Some-college,*,Non-Government,Transport-moving,<=50K
Female,*,Asian-Pac-Islander,spouse not present,Undergraduate,*,Private,Sales,<=50K
Female,15-19,White,Never-married,Higher education,United-States,Private,Nontechnical,<=50K
Male,30-34,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Craft-repair,>50K
Male,40-59,White,spouse not present,High School,North America,Private,Handlers-cleaners,<=50K
Male,40-59,White,Married-civ-spouse,9th,United-States,Non-Government,Other,<=50K
Male,20-39,Black,Married-civ-spouse,Undergraduate,United-States,Private,Nontechnical,>50K
Female,20-39,Black,spouse not present,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,20-39,Black,spouse not present,High School,United-States,*,Technical,<=50K
Male,35-39,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Male,25-29,White,Married-civ-spouse,HS-grad,North America,Private,Craft-repair,>50K
Male,25-29,White,spouse not present,Bachelors,United-States,Non-Government,Craft-repair,<=50K
Female,20-29,White,Married-spouse-absent,High School,United-States,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Male,40-59,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Other,<=50K
Male,40-59,Asian-Pac-Islander,Married-civ-spouse,Higher education,*,*,*,>50K
Male,20-39,White,Married-civ-spouse,HS-grad,*,Non-Government,Prof-specialty,>50K
Male,20-24,White,Never-married,Some-college,United-States,Non-Government,Craft-repair,<=50K
Male,50-59,White,Never-married,High School,United-States,Non-Government,Other,>50K
Male,25-29,White,Married-civ-spouse,Undergraduate,United-States,Private,Sales,>50K
Male,40-59,White,Divorced,Professional Education,United-States,Non-Government,Nontechnical,<=50K
Female,40-49,Black,spouse not present,Higher education,United-States,Local-gov,*,<=50K
Female,*,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,20-39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Female,20-39,Black,spouse not present,High School,United-States,Private,Nontechnical,<=50K
Female,35-39,White,spouse not present,Higher education,North America,Private,Exec-managerial,<=50K
Female,*,White,Divorced,High School,United-States,Non-Government,Other-service,<=50K
Male,40-59,Asian-Pac-Islander,Married-civ-spouse,Higher education,*,*,*,<=50K
Male,50-59,White,Never-married,Higher education,United-States,Non-Government,Prof-specialty,<=50K
Male,40-59,White,Divorced,Bachelors,United-States,Non-Government,Sales,<=50K
Female,40-59,White,Married-civ-spouse,HS-grad,Europe,Private,*,<=50K
Male,40-49,White,Married-civ-spouse,Some-college,United-States,Government,Technical,<=50K
Male,40-59,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Male,50-59,White,Married-civ-spouse,Undergraduate,United-States,Government,Technical,>50K
Female,20-39,White,spouse not present,HS-grad,United-States,Government,Other,<=50K
Male,15-19,*,Never-married,High School,*,Non-Government,Other-service,<=50K
Male,30-39,White,spouse not present,Some-college,North America,Private,Adm-clerical,<=50K
Female,40-49,White,Married-civ-spouse,Higher education,North America,Self-emp-not-inc,Prof-specialty,>50K
Male,20-24,White,spouse not present,HS-grad,United-States,Private,Sales,<=50K
Male,20-39,Asian-Pac-Islander,spouse not present,Higher education,*,*,*,<=50K
Female,*,White,spouse not present,Graduate,*,Government,Prof-specialty,<=50K
Male,15-19,*,Never-married,High School,*,Non-Government,Other-service,<=50K
Male,20-39,Black,spouse not present,High School,United-States,*,Technical,<=50K
Female,40-59,White,Married-civ-spouse,Primary School,North America,Private,*,<=50K
Male,60-79,*,spouse not present,*,*,Non-Government,Other,<=50K
Female,50-59,White,spouse not present,HS-grad,North America,Private,Sales,<=50K
